"compound_name","filename","voltage","MS2"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",35,"50.01417, 253034; 59.29036, 212395; 60.08156, 15427003; 63.2523, 201268; 64.9912, 189525; 66.19392, 208886; 71.52929, 243470; 72.04024, 197473; 73.64982, 189293; 74.96962, 209462; 76.51452, 196204; 80.22163, 194784; 80.42574, 210200; 84.93277, 211704; 85.02903, 103515744; 96.82504, 198189; 110.63239, 234452; 135.6727, 227324; 144.10204, 3928238; 145.04964, 16544706; 177.19958, 225291; 204.1232, 32303788; 218.93504, 2099352; 57.03431, 67654; 60.08158, 5680854; 62.18734, 62050; 62.63539, 60425; 64.70872, 64909; 74.40491, 61811; 85.02905, 33288480; 132.11362, 59606; 144.1021, 1279651; 144.89423, 66137; 145.0497, 5127054; 180.99722, 63182; 204.12325, 10758962; 218.92337, 163496; 218.93666, 618039; 220.16231, 64545"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",50,"50.6284, 168482; 57.03425, 997141; 58.06594, 718354; 59.07375, 488835; 60.08156, 12480430; 82.46983, 154930; 84.08156, 265992; 84.97041, 178407; 84.98734, 386380; 85.02902, 130431928; 85.06935, 241990; 96.7728, 180276; 119.54184, 155219; 129.07881, 321795; 144.10199, 4482386; 145.04967, 2689084; 166.56662, 186023; 170.36217, 180423; 204.12328, 1992575; 57.03436, 512732; 57.64573, 79498; 58.06591, 257661; 59.07378, 117118; 60.08158, 5600712; 65.44105, 82503; 66.62416, 66988; 79.29826, 97219; 84.0815, 156506; 84.98705, 148937; 85.02905, 63026316; 85.06983, 97886; 91.66146, 84574; 129.07877, 173532; 129.88991, 76604; 144.10207, 1882157; 145.04973, 1433302; 155.15327, 87105; 204.12332, 1091107"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",100,"55.43682, 174041; 55.91911, 188582; 56.61596, 175460; 57.03431, 3979198; 57.03592, 252474; 57.88101, 183407; 58.0659, 2029940; 59.07372, 474326; 60.08157, 3736975; 65.2648, 173512; 77.29829, 159293; 77.6655, 158967; 84.08142, 3232296; 84.21152, 161314; 85.02904, 42421256; 121.0567, 157937; 53.72978, 58600; 54.67024, 75230; 57.03433, 1788600; 58.06599, 744835; 59.07375, 158560; 60.08159, 1541007; 61.0103, 60277; 64.66734, 60973; 70.80793, 68295; 76.17887, 67905; 84.0815, 1149995; 85.02908, 15251561; 85.58199, 60372; 92.87788, 58122; 97.61539, 54703; 114.65838, 78808; 129.07884, 73085; 134.74272, 73920; 161.15717, 69024"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"55.29551, 220157; 58.07183, 249386; 60.08154, 15831675; 69.02144, 200349; 75.55254, 203989; 85.02901, 50357672; 89.09091, 237393; 91.28346, 206803; 91.28956, 204630; 91.92481, 217022; 93.38058, 204368; 99.91706, 217731; 117.94443, 214903; 125.13445, 226007; 129.20538, 220297; 130.53018, 263072; 136.70291, 257730; 139.56953, 199613; 144.1019, 2054990; 145.04961, 24186356; 145.08655, 249727; 155.45453, 294162; 188.83167, 240350; 201.59941, 237707; 204.12311, 122253736; 209.01471, 289295; 209.02629, 214032; 213.7309, 217075; 218.92712, 2538049"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",35,"50.27068, 214337; 50.9305, 194055; 56.56289, 203779; 57.03426, 279068; 60.07975, 500590; 60.08153, 15848193; 85.02898, 98361784; 87.14526, 237547; 87.79137, 191398; 95.67947, 186871; 144.10194, 4011592; 145.04955, 16672992; 182.31662, 201202; 204.12309, 32170474; 206.82332, 206746; 218.9205, 1152980; 218.93393, 1004242"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",50,"50.77371, 208602; 57.03428, 1555890; 57.36706, 207004; 58.06585, 556513; 59.07374, 523927; 60.08153, 12327363; 60.99082, 207510; 77.60542, 194760; 84.08142, 537217; 84.98856, 293029; 85.02898, 145608512; 85.07101, 324569; 103.03954, 220153; 129.07878, 490766; 130.75478, 236747; 144.10193, 4049205; 145.04956, 3358257; 148.11308, 199439; 174.57164, 215640; 204.12312, 2415932; 210.46768, 209626"
"O-Acetylcarnitine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",100,"51.76913, 172789; 54.67117, 190763; 57.03424, 3709008; 58.06588, 1644771; 59.0737, 343558; 60.08152, 3443495; 60.08311, 247810; 60.1605, 167924; 84.08138, 2792406; 85.02899, 36743632; 86.77496, 162002; 87.18427, 182435; 88.6422, 162333; 102.9458, 176568; 117.42285, 204355; 118.61782, 190295; 132.76413, 189168; 154.86044, 183288; 184.60715, 157392; 196.40652, 196631; 54.42705, 97454; 56.61061, 78635; 57.03055, 88598; 57.03426, 3053433; 58.06588, 1086136; 59.07366, 170992; 59.71938, 75755; 60.00723, 82226; 60.08154, 2208803; 62.45833, 82488; 62.73862, 96351; 68.93726, 84551; 84.08137, 1943417; 85.02898, 25746600; 93.04826, 80956; 119.12832, 90765; 123.91055, 91838; 124.40656, 89622; 129.34657, 77610; 131.85416, 79728; 144.10167, 87599; 153.07205, 102489; 157.38683, 91509"
"O-Acetylcarnitine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",NA,NA
"O-Acetylcarnitine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",NA,NA
"Adenine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",20,"50.62977, 53384; 56.94796, 63691; 60.26274, 68098; 60.56612, 67890; 62.83331, 64187; 62.93116, 62945; 64.30907, 70397; 94.04042, 339500; 103.47889, 55646; 112.83847, 62213; 117.97606, 55586; 119.03546, 900973; 120.8111, 55836; 133.98665, 72664; 136.06178, 62592620; 136.14494, 106317; 137.04567, 501764; 146.01949, 58899; 52.99593, 67275; 54.23088, 68871; 65.36174, 69022; 76.78046, 79336; 78.1316, 68262; 88.1628, 71130; 94.04047, 354446; 119.0356, 954320; 122.41733, 67438; 136.06189, 67630536; 137.04602, 480320"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",35,"67.66757, 64994; 89.83813, 60629; 94.04049, 271704; 114.87625, 56813; 119.03552, 941454; 127.7924, 54753; 136.06184, 62289640; 136.14445, 72005; 136.48929, 60859; 137.04584, 497418; 139.41199, 59855; 148.3053, 63069; 57.63982, 68922; 74.54828, 78139; 80.1049, 74109; 94.04047, 317552; 96.1392, 71263; 119.03558, 1078391; 136.06189, 77936632; 136.47572, 86699; 137.04587, 591946"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",50,"51.37664, 52922; 54.78952, 56189; 55.62112, 57154; 55.86509, 59627; 61.27538, 67606; 92.02486, 70211; 92.64578, 58343; 92.84948, 53389; 94.04056, 1027682; 109.05125, 172491; 119.03555, 3219561; 135.97844, 78584; 136.06186, 48880952; 136.14304, 57331; 137.04588, 1782105; 153.21576, 72849; 50.4233, 64423; 56.04263, 74066; 57.27068, 66719; 57.49238, 60777; 66.8711, 75999; 67.02977, 79023; 80.35726, 68307; 90.90498, 73268; 92.02482, 91128; 94.04053, 1583083; 100.47329, 65436; 109.05124, 305372; 119.02819, 117110; 119.03553, 4778572; 136.06186, 70444016; 137.04588, 2543292"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",100,"53.99829, 271345; 54.02882, 65458; 55.02984, 557368; 59.18583, 61342; 63.4164, 61927; 65.01414, 677659; 67.02775, 126732; 67.0298, 2558333; 71.42003, 57893; 73.21648, 63419; 75.13478, 59386; 77.01414, 328085; 81.58057, 55245; 82.04065, 456267; 83.7422, 70574; 92.02485, 5704672; 94.04047, 2140938; 94.04372, 138882; 109.05123, 995040; 112.05096, 114156; 119.03548, 16278429; 120.2257, 61183; 136.06184, 3924131; 137.04584, 3486039; 141.88585, 56975; 142.79778, 58943; 153.85995, 58244; 53.99839, 201385; 55.02988, 795167; 58.04223, 73041; 62.99118, 75652; 65.01423, 809537; 67.02985, 3142472; 77.01417, 331974; 82.04062, 740742; 89.91555, 68120; 92.02492, 6832520; 94.04054, 2567826; 109.05136, 1430264; 112.0509, 110881; 119.03557, 20722820; 126.57478, 78660; 136.06194, 4852510; 137.04596, 4541562; 140.4855, 62447; 142.11584, 70490"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"57.41127, 71364; 68.32655, 66347; 71.29125, 60213; 79.52085, 61019; 89.95618, 65813; 94.04055, 296126; 94.36008, 69838; 117.53373, 61294; 119.03542, 762648; 133.32494, 57646; 136.06177, 53783528; 137.04559, 421418; 147.21263, 63636; 59.22379, 61652; 60.47702, 77412; 94.04041, 258525; 97.70045, 66526; 101.65466, 66870; 119.03545, 914466; 119.80089, 70135; 136.06178, 65787436; 137.04581, 534848; 138.61357, 68078; 140.10039, 58967"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",35,"65.43902, 69694; 74.52533, 73327; 78.62969, 60151; 84.83848, 69348; 94.04037, 302289; 95.34927, 80176; 95.45586, 67179; 104.75995, 76371; 109.05116, 91525; 110.91016, 60819; 116.37318, 67898; 119.03553, 1064030; 135.65033, 97333; 135.97923, 98575; 136.06175, 68863696; 136.14671, 84046; 136.47513, 110243; 137.04565, 589641; 146.14011, 73174; 146.39977, 75144; 55.96684, 50861; 60.38186, 54114; 63.54884, 66966; 66.11446, 58193; 75.74198, 53135; 78.84608, 52896; 80.29168, 64531; 88.28947, 60053; 89.53448, 53830; 94.04041, 240529; 109.05119, 62955; 114.22498, 57369; 119.03546, 841630; 122.23151, 65048; 135.65018, 73942; 135.97699, 74597; 136.06175, 55374312; 136.47534, 72748; 137.04575, 508426"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",50,"51.74833, 67634; 54.37974, 81111; 54.7802, 73845; 59.93961, 66036; 62.49936, 72528; 82.04053, 82081; 92.02477, 106321; 94.04047, 1193660; 109.05109, 331659; 119.03545, 4170757; 135.64902, 94958; 136.06177, 65441868; 136.14525, 82087; 137.04576, 2376692; 71.34595, 51426; 79.99833, 57915; 82.76376, 56645; 86.25048, 66365; 94.04047, 959299; 94.39385, 53461; 99.90773, 57846; 101.90388, 57308; 109.05107, 167911; 112.05067, 103524; 119.03542, 3138131; 122.53083, 53718; 133.04391, 56683; 136.06175, 47071868; 137.04575, 1937108; 142.66638, 62176"
"Adenine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",100,"50.66598, 58891; 53.99821, 169299; 55.02979, 517554; 55.90323, 54375; 56.10826, 58090; 59.05978, 65322; 63.21034, 70404; 64.13576, 80372; 65.01411, 787180; 67.02976, 2928040; 69.01656, 57183; 70.23941, 63177; 75.08324, 65144; 77.01405, 392903; 81.75255, 66927; 82.0406, 506932; 89.94635, 60225; 92.02482, 7071004; 94.04044, 2628887; 106.90686, 64220; 109.05119, 1303431; 112.05073, 149956; 119.03542, 19285872; 123.97028, 80757; 136.0618, 4677553; 137.04578, 4253502; 138.99776, 66438; 146.01299, 65672; 151.87086, 60994; 154.96477, 61156; 52.35716, 60887; 53.99814, 131479; 55.02982, 559725; 65.01411, 614841; 66.27057, 50894; 67.02976, 2396987; 67.03178, 124786; 77.01408, 264298; 80.07161, 54580; 82.04055, 553940; 92.0248, 5640115; 94.0371, 110041; 94.04044, 1836851; 96.74525, 60598; 97.33837, 56066; 109.05125, 872996; 112.05077, 99733; 119.03542, 15496544; 136.0618, 3281161; 136.06779, 117639; 137.04581, 3402943"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",20,"51.62842, 26346; 63.59741, 21110; 65.02293, 23427; 81.48387, 24649; 83.1735, 24396; 90.46903, 20422; 91.35235, 20143; 94.04054, 125926; 94.79552, 23001; 99.93172, 22221; 110.78614, 20787; 119.03561, 203617; 136.02142, 71570; 136.06183, 18597726; 137.04588, 147213; 56.26849, 25571; 58.49759, 24119; 67.21016, 24532; 67.54153, 21624; 90.87514, 22886; 94.04044, 106181; 104.30429, 21007; 109.25302, 23213; 112.88921, 22906; 113.82881, 22457; 119.03551, 271552; 124.6681, 26379; 136.02158, 71822; 136.06181, 20345872; 137.04579, 152434"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",35,"50.01513, 18375; 51.31646, 17179; 59.57971, 18165; 62.38369, 16867; 63.96132, 19308; 66.34027, 19597; 94.04046, 82860; 96.51745, 18427; 101.0947, 18402; 106.76053, 17148; 109.23391, 17332; 111.55997, 17855; 115.88885, 17902; 119.03544, 148010; 123.6427, 17406; 136.02168, 57892; 136.06181, 14498151; 137.0459, 130253; 149.28444, 19292; 53.84768, 25563; 61.34064, 23717; 71.42126, 26990; 77.46182, 23786; 78.01097, 23207; 85.27303, 22558; 94.04048, 122612; 102.31922, 21484; 106.40964, 21250; 119.03547, 272791; 136.0618, 20717188; 137.04561, 158548; 139.2278, 24435"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",50,"52.36202, 25665; 52.93052, 28769; 53.58109, 25650; 55.13408, 22701; 55.91905, 24412; 59.06542, 23386; 61.60471, 21245; 63.01297, 25386; 63.19094, 23573; 74.71364, 24805; 89.3753, 24317; 94.04053, 433067; 100.66557, 25801; 108.28542, 23657; 109.05125, 70845; 119.03548, 1294996; 136.02145, 78076; 136.0618, 20370240; 137.04587, 769128; 50.61158, 14091; 50.93873, 15404; 51.15975, 14435; 54.60999, 13314; 71.0804, 13769; 73.52568, 14069; 87.74809, 15144; 94.04046, 312886; 109.05106, 48213; 109.27493, 15535; 112.05074, 29769; 119.0355, 746986; 136.02196, 79852; 136.06181, 13272462; 137.04585, 540651"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",100,"53.99827, 72906; 55.02986, 172701; 56.3406, 29513; 56.99625, 23630; 58.13454, 30551; 61.85881, 27070; 65.01416, 235433; 67.02779, 62046; 67.02978, 1104538; 67.83298, 30751; 77.01406, 102438; 82.04057, 243288; 92.02484, 2536408; 94.04046, 1055289; 108.72781, 26310; 109.05126, 455006; 112.05083, 92998; 116.68987, 28874; 119.03543, 6821702; 123.98605, 32916; 126.94604, 25544; 128.82629, 23524; 135.49316, 28230; 136.0618, 1715180; 137.04581, 1599240"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",20,"56.74073, 20064; 57.09634, 19443; 64.42386, 20551; 67.10902, 19037; 69.99692, 17424; 76.5268, 18450; 79.33454, 21587; 84.86343, 21723; 88.20934, 19208; 94.04041, 118290; 119.03545, 219215; 123.8194, 19007; 123.96371, 19419; 124.05402, 22463; 136.06178, 17265660; 137.04573, 156109; 138.30814, 19589; 61.48136, 13681; 61.51017, 14209; 92.23544, 13668; 94.04047, 80835; 103.20937, 11501; 107.29083, 13980; 112.05108, 13461; 116.59326, 12762; 119.03549, 139319; 136.02158, 60464; 136.0618, 11360331; 137.04579, 112245; 138.49609, 13608"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",35,"58.89977, 17112; 60.82219, 16683; 77.5451, 18877; 79.40352, 17760; 93.38193, 19868; 94.04037, 56801; 95.22013, 23978; 102.57518, 17441; 102.65049, 16004; 119.03558, 149809; 129.8965, 20775; 136.02164, 62083; 136.06181, 11405183; 137.04597, 102955; 147.88432, 19264; 50.77517, 27100; 52.52043, 25283; 53.53415, 24554; 57.89304, 27353; 61.16739, 24188; 61.48814, 25883; 64.06328, 26173; 64.81613, 24824; 67.87647, 26447; 73.7664, 29756; 80.02753, 31301; 82.90103, 29011; 94.04039, 108920; 119.03544, 230804; 119.34986, 27445; 119.58455, 25785; 136.0215, 67343; 136.0618, 17065786; 136.3568, 31001; 137.04599, 134127; 146.76984, 32100"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",50,"59.14162, 15058; 65.52814, 13665; 68.55567, 16704; 68.75228, 13961; 69.25758, 13031; 75.44673, 15478; 78.91313, 13793; 84.59065, 14353; 92.02477, 19777; 94.04047, 310433; 96.73869, 13784; 100.85441, 13731; 100.87119, 14144; 100.93172, 15166; 103.12385, 14451; 106.71153, 16504; 109.05119, 45481; 112.05093, 29653; 119.03548, 768899; 136.02156, 85427; 136.0618, 12168610; 136.14709, 16753; 137.04581, 606775; 50.88909, 21899; 66.03091, 22724; 71.79636, 25573; 87.28307, 25715; 92.0248, 36713; 94.03714, 28789; 94.04047, 504196; 98.52641, 26399; 109.05122, 107502; 111.0248, 25965; 111.61586, 21620; 112.05085, 48888; 115.7886, 20220; 119.03547, 1074021; 136.02159, 71096; 136.0618, 16541298; 137.04579, 706204; 146.05766, 23505"
"Adenine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",100,"53.99828, 29457; 54.91256, 12773; 55.02988, 123678; 58.1999, 12371; 61.83169, 12537; 63.72504, 13155; 65.0141, 129053; 67.0298, 598970; 74.55673, 16234; 77.01401, 62695; 77.18333, 14377; 82.0405, 125938; 90.1006, 15179; 92.02486, 1364319; 94.03709, 31655; 94.04049, 553518; 109.01107, 22486; 109.05126, 219223; 112.05096, 60600; 119.03547, 3644470; 136.06186, 822549; 137.04584, 919180; 146.94359, 13461; 53.99821, 50623; 55.02984, 200476; 64.08252, 20505; 65.01411, 193507; 67.02978, 909831; 72.76607, 21349; 74.6478, 19251; 77.01402, 84669; 82.04058, 209764; 92.02483, 2007758; 94.04044, 833239; 94.78214, 22766; 109.05118, 376548; 112.05088, 57875; 119.03543, 5052387; 136.0618, 1210074; 137.04581, 1309805; 146.9346, 22071; 146.96169, 19563"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",20,"59.28327, 52027; 100.46156, 45313; 111.40759, 48288; 117.3381, 43845; 128.88817, 57419; 133.04965, 69986; 135.97942, 47088; 136.06183, 21604486; 147.47765, 50873; 171.3949, 54523; 198.71396, 65510; 214.28255, 50007; 217.3269, 148048; 217.3407, 712046; 219.25034, 77432; 219.25912, 93286; 225.83424, 50639; 264.56091, 53550; 268.10391, 14542135"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",35,"54.03936, 49844; 54.59552, 47611; 55.01859, 117100; 57.03427, 338562; 57.70144, 51462; 58.4103, 54410; 61.27588, 57681; 64.0453, 57483; 64.60234, 49168; 69.03414, 137166; 73.02909, 193256; 85.029, 326025; 87.04459, 64813; 91.43458, 57037; 97.02898, 146530; 103.0392, 112076; 114.89088, 51223; 115.03934, 255707; 124.53043, 57157; 133.04955, 261205; 136.06181, 36491644; 172.5764, 48581; 190.95712, 72159; 227.64001, 98296; 268.10403, 1032388"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",50,"55.01869, 337617; 57.03428, 513539; 61.02915, 111259; 61.1963, 54711; 63.09091, 52358; 64.93276, 47120; 66.90564, 50539; 69.0342, 239248; 69.03728, 58047; 71.01339, 96045; 73.02902, 199445; 84.76402, 51388; 85.02901, 477410; 87.04462, 57841; 97.02883, 160753; 103.03957, 69871; 111.88464, 48229; 113.65622, 47212; 115.03932, 135525; 119.03559, 170848; 124.94907, 54052; 127.32758, 54949; 135.97914, 69693; 136.06186, 37788988; 157.98933, 54256; 165.86528, 64472; 203.42178, 53969; 207.64961, 44095; 220.69414, 435470; 278.55771, 53189; 55.01861, 232528; 57.0343, 312294; 57.57618, 31105; 59.04987, 55607; 61.02914, 88310; 68.39879, 32430; 69.03428, 175388; 70.64144, 27105; 71.01348, 97666; 73.02909, 223941; 75.12614, 28087; 76.75137, 32356; 79.81438, 28473; 85.02899, 274481; 94.0405, 77036; 97.02892, 99136; 103.03952, 50781; 115.03922, 111344; 119.03539, 106832; 120.90672, 29397; 133.04921, 45514; 134.80255, 29527; 136.0618, 24025166; 137.04593, 51660; 144.92636, 31027; 149.66086, 33470; 170.81345, 33928; 198.78516, 35047; 220.69383, 224832"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos1.mzML",100,"50.0724, 46707; 55.01863, 227457; 57.03423, 337763; 57.44568, 45022; 59.04981, 49385; 59.43895, 50058; 61.02922, 88787; 61.24185, 47160; 61.41051, 46134; 61.85962, 42500; 63.76687, 48409; 65.01421, 79101; 67.02981, 383500; 69.03413, 244887; 71.01345, 425016; 73.02922, 97672; 74.45987, 42622; 82.04066, 180803; 85.02914, 86104; 91.4597, 45219; 92.02486, 817597; 94.04051, 1105056; 107.32366, 46341; 109.05122, 415222; 112.05093, 75254; 119.03549, 5860060; 123.73737, 47721; 133.56847, 44176; 136.06184, 7983148; 137.04588, 2172760; 137.05199, 52098; 146.39743, 47900; 165.66232, 49940; 166.59344, 42490; 201.63173, 42954; 227.64226, 52157; 227.65474, 69247"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",20,"71.76082, 43380; 73.38453, 42463; 74.75203, 43314; 79.13153, 49200; 90.04411, 50203; 113.52823, 44963; 133.04977, 126963; 133.13017, 44026; 136.06181, 22293972; 139.1131, 41677; 140.23143, 55081; 181.97392, 54721; 194.34192, 53716; 198.9127, 55697; 199.13914, 39287; 211.92255, 42477; 219.25432, 393845; 219.26732, 89885; 251.86211, 50975; 268.10391, 15491362; 50.03747, 23316; 50.62384, 34334; 53.62936, 26277; 61.24955, 25149; 61.59072, 24016; 71.68674, 26617; 74.77289, 26941; 86.69743, 24193; 89.21074, 24731; 92.22508, 24810; 112.39699, 30663; 125.1981, 27736; 128.11542, 32151; 133.04964, 105761; 136.06181, 12143455; 206.60907, 27854; 207.32396, 28818; 211.99596, 29716; 216.85936, 419119; 268.10388, 8905472"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",35,"50.71395, 48433; 55.01859, 87573; 57.03426, 296255; 61.02917, 68783; 69.03419, 99696; 72.28848, 47369; 73.02905, 199521; 80.98901, 46594; 81.45222, 44971; 85.02901, 219010; 87.04472, 51785; 97.02872, 144108; 103.03947, 69227; 105.60509, 56908; 115.03924, 268753; 120.42645, 47388; 133.04961, 292493; 136.06181, 35105864; 139.73167, 46251; 191.63757, 46629; 219.25169, 424739; 264.83481, 58809; 268.10391, 1023815; 280.0607, 51975"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",50,"53.53035, 42870; 55.01859, 229414; 57.0154, 46610; 57.03428, 422679; 66.23907, 44561; 67.47185, 44243; 69.03414, 173920; 71.01343, 158249; 73.02901, 207452; 85.02896, 293077; 87.04472, 111455; 93.10398, 46805; 94.04041, 71976; 97.02888, 111861; 97.10131, 44758; 98.16, 50969; 108.05424, 49226; 115.03934, 96138; 119.03555, 131697; 133.04962, 103943; 133.0683, 55072; 136.0618, 32555942; 137.04568, 54067; 169.16695, 47992; 175.41779, 61390; 179.29466, 52616; 197.34785, 54881; 227.64375, 110509; 53.13564, 25282; 55.01861, 186412; 57.03428, 297208; 58.5967, 28661; 59.04991, 27020; 61.02908, 39057; 69.03407, 132426; 71.01345, 67039; 73.02916, 136284; 74.25751, 24609; 78.61107, 25723; 82.8401, 25969; 84.58738, 29223; 85.02906, 204917; 87.04453, 34082; 96.63864, 26963; 97.02882, 76731; 106.53717, 26975; 114.60142, 29502; 115.03933, 78963; 119.03562, 83419; 133.04973, 33059; 136.06184, 16666950; 172.73976, 24738; 186.46837, 24840; 190.75069, 26535; 216.85825, 406924; 216.87119, 56715; 278.21893, 29097"
"Adenosine","210204_Std_4uMStdsMix2InH2O_pos2.mzML",100,"51.23488, 40256; 52.82165, 48224; 53.99818, 61083; 55.0186, 213893; 55.02993, 73994; 57.0343, 328288; 59.71556, 47578; 61.02908, 72057; 62.58307, 42839; 65.01398, 59246; 67.02981, 362128; 67.192, 49218; 69.03418, 215138; 70.82667, 43580; 71.01344, 365755; 73.02919, 53818; 82.04051, 142144; 85.02899, 124546; 92.02486, 830249; 94.0405, 929499; 96.11497, 48149; 109.05121, 467328; 112.05088, 70569; 119.03548, 4922039; 121.77787, 43586; 123.98507, 52620; 136.06183, 7019746; 137.04584, 2114984; 141.76175, 47121; 157.7715, 61657; 210.28094, 50309; 227.63565, 132438; 227.64932, 58250; 275.1022, 56150; 50.05377, 23063; 51.03025, 24352; 55.01864, 168170; 55.02988, 72770; 55.06674, 24223; 56.81879, 22158; 57.03424, 226589; 61.02917, 31260; 65.01413, 29224; 67.0298, 259690; 69.03417, 125745; 71.01347, 250218; 73.02907, 34706; 77.01401, 25300; 82.04057, 44051; 83.175, 20690; 83.25853, 23275; 85.02882, 45189; 89.31281, 26399; 91.35968, 20835; 91.70611, 22196; 92.02486, 416314; 94.0405, 583368; 109.05127, 276070; 112.05106, 40108; 119.03551, 2796947; 135.05295, 25260; 136.06187, 3945907; 137.04587, 1435236; 183.52519, 23399; 227.63872, 50407"
"L-Alanine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",20,"53.81861, 3442; 54.18321, 3514; 56.05021, 3866; 58.00673, 3728; 58.06567, 3479; 58.52152, 3017; 70.0658, 7370; 72.0815, 123698; 73.78458, 3643; 90.05554, 16023; 90.09193, 75505; 92.39965, 3473; 99.78878, 3670"
"L-Alanine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",35,"53.26309, 2940; 53.67184, 3618; 54.05941, 3227; 54.60131, 2993; 56.05028, 5835; 59.03558, 3551; 68.60043, 3002; 72.0815, 116421; 73.21904, 3753; 74.0323, 3399; 77.5984, 3123; 90.05553, 18675; 90.09194, 77175; 101.78455, 3359; 104.24147, 3992"
"L-Alanine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",50,"50.70414, 3367; 55.93687, 3418; 56.05032, 4773; 57.42669, 3067; 70.06577, 6714; 72.08151, 121175; 72.08379, 5725; 76.16592, 3373; 82.83229, 3318; 83.94628, 3610; 85.16813, 3646; 90.05556, 17796; 90.09195, 86003; 103.70186, 3430"
"L-Alanine","210204_Std_4uMStdsMix1InH2O_pos1.mzML",100,"52.11147, 3092; 52.85328, 3319; 55.47137, 3188; 56.05034, 4540; 57.05802, 4595; 59.12569, 3026; 60.39944, 4081; 62.0825, 3505; 70.06583, 11601; 72.08148, 53125; 92.49377, 3131"
"L-Alanine","210204_Std_4uMStdsMix1InH2O_pos2.mzML",20,"56.05028, 7239; 58.59665, 3285; 70.06584, 3990; 72.08149, 98969; 78.53437, 3423; 90.05558, 21348; 90.09191, 77474; 101.70795, 3179; 101.8398, 3975; 102.11168, 3404"
